0 16 A1 2 	1417.866135813	2.109e-03	134
0 16 F1 4 	1418.098662361	3.352e-03	138
0 16 E 3 	1418.117718468	3.749e-03	101
0 16 F2 4 	1418.136951587	3.229e-03	138
1 4 F2 3 	1432.180612127	2.026e-04	79
1 4 E 2 	1432.523852594	2.049e-04	64
1 4 F1 3 	1433.972269769	2.062e-04	74
1 4 F2 4 	1434.597716084	2.201e-04	81
1 5 F1 1 	1436.865140643	2.211e-04	68
1 5 E 1 	1437.200761737	2.250e-04	59
1 5 F2 1 	1437.321290113	2.377e-04	81
1 5 A2 1 	1437.493897160	2.000e-04	76
1 5 F2 2 	1459.911685151	6.138e-04	87
1 5 F1 2 	1460.506133803	6.021e-04	82
1 5 E 2 	1462.707187380	1.005e-03	62
1 5 F2 3 	1463.042871759	1.008e-03	79
1 5 A2 2 	1487.767290608	4.000e-04	82
1 5 F2 4 	1488.309000969	2.381e-04	79
1 5 F1 3 	1488.912973262	2.062e-04	91
1 5 A1 1 	1490.704836720	2.002e-04	94
1 5 F1 4 	1491.321953025	2.551e-04	87
1 5 E 3 	1491.502779025	2.391e-04	67
1 6 F2 1 	1494.098779888	2.385e-04	83
1 6 E 1 	1494.196067823	2.397e-04	61
1 6 F1 1 	1494.722664121	2.454e-04	76
1 6 F2 2 	1494.948080996	2.655e-04	67
1 6 E 2 	1521.284620630	8.120e-04	63
1 6 F1 2 	1521.468777313	4.369e-04	77
1 6 A1 1 	1521.964136337	2.003e-04	89
1 6 F1 3 	1524.939330901	1.009e-03	85
1 6 F2 3 	1525.586905884	4.370e-04	91
1 6 A2 1 	1526.214444743	1.001e-03	77
1 0 E 1 	1533.333377084	5.590e-03	4
1 1 F2 2 	1543.928417641	1.001e-03	24
1 1 F1 2 	1544.050073954	2.000e-03	18
1 6 F2 4 	1553.989763850	2.800e-04	64
1 6 E 3 	1554.819941125	2.437e-04	53
1 6 F1 4 	1555.393092707	2.679e-04	79
1 6 A1 2 	1556.481558947	2.027e-04	86
1 6 F1 5 	1558.500173935	2.557e-04	89
1 6 F2 5 	1558.809686427	3.009e-04	68
1 7 A2 1 	1561.567152281	2.044e-04	71
1 7 F2 1 	1561.719333899	2.726e-04	61
1 7 F1 1 	1561.895621013	3.116e-04	60
1 7 A1 1 	1562.574194980	2.059e-04	77
1 7 F1 2 	1562.788280913	3.262e-04	62
1 7 E 1 	1562.858815131	2.636e-04	51
1 2 A2 1 	1564.961799835	1.000e-03	35
1 2 F2 3 	1565.115601523	8.001e-05	33
1 2 E 2 	1565.264868155	1.000e-03	31
1 2 F1 3 	1565.484279403	1.178e-04	37
1 2 A1 2 	1565.702378813	2.002e-05	43
0 17 F1 1 	1592.359046633	4.030e-03	64
0 17 F2 1 	1592.359306540	3.665e-03	66
1 7 F2 2 	1592.753013831	6.261e-04	76
1 7 F1 3 	1593.025921526	6.503e-04	75
0 17 E 1 	1593.044872126	4.316e-03	68
0 17 F1 2 	1593.048558493	3.660e-03	93
0 17 A1 1 	1593.057208899	2.377e-03	94
0 17 F1 3 	1593.523313509	3.660e-03	98
0 17 F2 2 	1593.562148957	3.665e-03	112
0 17 A2 1 	1593.786055877	2.147e-03	97
0 17 F2 3 	1593.878646292	3.665e-03	100
0 17 E 2 	1593.927920847	4.316e-03	76
0 17 F1 4 	1594.026333087	3.660e-03	78
0 17 F2 4 	1594.344772728	3.665e-03	73
0 17 E 3 	1594.366715308	4.316e-03	69
0 17 F1 5 	1594.383508217	3.660e-03	80
1 3 F2 3 	1596.685624705	1.004e-03	41
1 7 A1 2 	1596.725868408	4.030e-04	79
1 3 F1 4 	1596.924216661	3.003e-05	41
1 3 E 3 	1597.264681817	7.391e-05	31
1 3 F2 4 	1597.454160516	1.168e-04	39
1 7 F1 4 	1597.636591408	8.111e-04	77
1 3 F1 5 	1597.960400841	1.182e-04	35
1 7 E 2 	1598.194361670	1.014e-03	56
1 7 F2 3 	1599.283986130	6.497e-04	76
1 7 F1 5 	1630.175393272	2.558e-04	62
1 7 E 3 	1630.610425565	3.209e-04	52
1 7 F2 4 	1631.805161213	2.763e-04	60
1 7 F1 6 	1633.387678151	2.917e-04	68
1 7 E 4 	1636.260782060	3.402e-04	55
1 7 F2 5 	1636.395267084	3.103e-04	72
1 7 A2 2 	1636.614596023	2.044e-04	76
1 4 E 3 	1638.915093727	1.418e-03	22
1 4 F1 4 	1638.966370695	1.008e-03	43
1 4 A1 2 	1639.177732642	1.000e-03	47
1 8 F2 1 	1639.508699844	3.383e-04	48
1 4 F1 5 	1639.650537670	1.467e-04	46
1 8 E 1 	1639.745528721	2.758e-04	47
1 4 F2 5 	1639.881696754	3.003e-05	49
1 8 F1 1 	1639.904118313	3.721e-04	62
1 4 A2 2 	1640.127322240	1.414e-03	51
1 8 A1 1 	1640.208411885	2.059e-04	71
1 4 F2 6 	1640.931150411	1.168e-04	50
1 4 E 4 	1640.971537195	8.810e-05	36
1 8 F1 2 	1641.048054319	3.765e-04	62
1 8 F2 2 	1641.164569642	3.405e-04	53
1 8 A2 1 	1674.216965096	4.042e-04	75
1 8 F2 3 	1674.390705344	4.714e-04	64
1 8 E 2 	1674.486354317	6.407e-04	37
1 8 F1 3 	1679.563073848	8.457e-04	63
1 8 F2 4 	1680.759608781	8.197e-04	69
1 8 E 3 	1682.472173592	1.018e-03	56
1 8 F1 4 	1682.888178909	1.037e-03	63
1 5 F2 5 	1691.649361142	1.008e-03	39
1 5 F1 5 	1691.725831750	1.667e-04	42
1 5 A1 2 	1692.289628811	1.000e-03	55
1 5 F1 6 	1692.613031564	1.672e-04	45
1 5 E 4 	1692.806285146	1.240e-04	30
1 5 F2 6 	1693.102192992	1.672e-04	51
1 5 A2 3 	1694.505914627	2.510e-05	50
1 5 F2 7 	1694.631787823	2.376e-04	45
1 5 F1 7 	1694.704992985	1.185e-04	38
1 8 A1 2 	1716.092776320	2.655e-04	51
1 8 F1 5 	1716.634344385	3.544e-04	56
1 8 F2 5 	1717.307576993	2.973e-04	52
1 8 A2 2 	1718.653963531	2.083e-04	63
1 8 F2 6 	1720.431956735	2.742e-04	68
1 8 E 4 	1720.800037900	2.853e-04	45
1 8 F1 6 	1724.381959285	3.743e-04	54
1 8 F2 7 	1724.568026730	3.645e-04	58
1 9 F1 1 	1727.743191760	3.457e-04	45
1 9 E 1 	1727.844674870	4.539e-04	35
1 9 F2 1 	1728.190226994	3.457e-04	48
1 9 F1 2 	1728.595673614	4.045e-04	49
1 9 E 2 	1729.761354335	3.737e-04	36
1 9 F2 2 	1729.808583910	4.028e-04	64
1 9 A2 1 	1729.889347131	2.083e-04	68
1 6 A2 2 	1754.847095485	1.001e-03	43
1 6 F2 6 	1754.885075183	1.737e-04	39
1 6 E 4 	1754.907399091	1.534e-04	33
1 6 F1 6 	1755.802288429	2.872e-04	39
1 6 F2 7 	1756.149870635	2.039e-04	53
1 6 E 5 	1756.551031592	1.541e-04	44
1 6 F1 7 	1756.687196392	1.781e-04	42
1 6 F2 8 	1758.891439926	2.419e-04	42
1 6 E 6 	1759.079751153	1.789e-04	27
1 6 F1 8 	1759.117545374	2.402e-04	42
1 6 A1 3 	1759.168329587	3.972e-05	41
1 9 F2 3 	1765.929475493	7.312e-04	50
1 9 F1 3 	1766.046437427	5.152e-04	50
1 9 E 3 	1772.290419449	6.723e-04	42
1 9 F2 4 	1772.630215066	5.143e-04	61
1 9 A2 2 	1773.781258864	2.083e-04	80
1 9 F2 5 	1775.961085102	1.037e-03	55
1 9 F1 4 	1776.690891410	4.859e-04	64
1 9 A1 1 	1777.302288339	1.002e-03	61
0 18 E 1 	1778.203714269	5.072e-03	32
0 18 F2 1 	1778.205089171	4.445e-03	40
0 18 A2 1 	1778.207695174	3.705e-03	42
0 18 F2 2 	1779.024754843	4.707e-03	58
0 18 F1 1 	1779.030074268	4.373e-03	62
0 18 A1 1 	1779.598685456	2.975e-03	67
0 18 F1 2 	1779.631395262	4.336e-03	73
0 18 E 2 	1779.650616678	4.869e-03	58
0 18 F2 3 	1779.984683911	4.445e-03	59
0 18 F1 3 	1780.122382843	4.336e-03	64
0 18 E 3 	1780.268675549	5.183e-03	41
0 18 F2 4 	1780.312370429	4.677e-03	58
0 18 A2 2 	1780.709823705	3.854e-03	57
0 18 F2 5 	1780.729279633	4.677e-03	48
0 18 F1 4 	1780.747703026	4.373e-03	45
0 18 A1 2 	1780.764506624	3.454e-03	57
1 9 F1 5 	1812.557299302	6.344e-04	31
1 9 E 4 	1813.294586991	7.733e-04	35
1 9 F2 6 	1813.971723414	3.700e-04	48
1 9 A2 3 	1816.217867740	2.083e-04	59
1 9 F2 7 	1817.843144977	4.640e-04	49
1 9 F1 6 	1818.521890604	3.768e-04	52
1 9 A1 2 	1822.760630599	2.340e-04	61
1 9 F1 7 	1822.895502558	5.310e-04	50
1 9 E 5 	1822.956562549	4.266e-04	33
1 10 A1 1 	1826.217080142	2.702e-04	43
1 10 F1 1 	1826.338036346	4.429e-04	37
1 10 F2 1 	1826.494244134	4.145e-04	38
1 10 A2 1 	1826.884467737	2.340e-04	47
1 10 F2 2 	1827.292128259	4.636e-04	41
1 10 E 1 	1827.396215007	4.241e-04	35
1 7 F2 6 	1828.546671945	3.200e-04	37
1 7 F1 7 	1828.560252718	1.699e-04	39
1 10 F1 2 	1828.826923443	4.409e-04	38
1 10 F2 3 	1828.889254347	5.552e-04	45
1 7 E 5 	1829.745954300	2.725e-04	31
1 7 F2 7 	1829.811210229	2.660e-04	46
1 7 A2 3 	1830.036527667	5.609e-05	49
1 7 F2 8 	1830.537279467	2.480e-04	44
1 7 F1 8 	1830.714430786	3.497e-04	43
1 7 A1 3 	1830.870799719	5.590e-05	45
1 7 F1 9 	1833.959974968	2.395e-04	51
1 7 E 6 	1833.990634628	1.796e-04	34
1 7 F2 9 	1834.216355789	2.705e-04	39
1 7 F1 10 	1834.249515242	1.009e-03	29
1 10 E 2 	1867.628803335	1.069e-03	38
1 10 F1 3 	1867.663021741	8.838e-04	44
1 10 A1 2 	1867.733606005	3.535e-04	52
1 10 F1 4 	1875.079202418	1.058e-03	44
1 10 F2 4 	1875.646293430	9.821e-04	48
1 10 A2 2 	1878.423496328	4.061e-04	54
1 10 F2 5 	1879.889430349	1.051e-03	47
1 10 E 3 	1880.582419610	1.262e-03	34
1 10 F1 5 	1881.548150020	1.006e-03	42
1 8 A1 3 	1912.665916138	1.002e-03	42
1 8 E 5 	1912.666930447	1.042e-03	22
1 8 F1 7 	1912.667445313	1.051e-03	33
1 8 F1 8 	1914.140843803	3.303e-04	41
1 8 F2 8 	1914.193360326	4.061e-04	45
1 8 A2 3 	1914.846145318	6.169e-05	39
1 8 F2 9 	1915.040902389	3.221e-04	47
1 8 E 6 	1915.159490919	2.257e-04	24
1 8 F1 9 	1915.380652823	3.573e-04	31
1 10 F2 6 	1918.841701297	8.037e-04	26
1 10 E 4 	1919.335943447	7.951e-04	19
1 8 A1 4 	1919.683448539	5.577e-05	52
1 8 F1 10 	1919.725908012	3.361e-04	37
1 8 F2 10 	1919.756052625	2.426e-04	37
1 8 E 7 	1919.985858231	1.424e-03	23
1 8 F2 11 	1919.988459091	2.804e-04	26
1 8 A2 4 	1919.991277458	1.015e-03	39
1 10 F1 6 	1920.306055143	1.058e-03	37
1 10 F2 7 	1923.412517375	8.028e-04	44
1 10 E 5 	1925.916187100	8.508e-04	32
1 10 F1 7 	1926.303380894	8.126e-04	35
1 10 A1 3 	1926.882733098	2.127e-04	54
1 10 F1 8 	1931.571139913	8.323e-04	29
1 10 F2 8 	1931.654517047	8.127e-04	31
1 11 F1 1 	1935.108021032	1.019e-03	25
1 11 E 1 	1935.272275257	1.070e-03	22
1 11 F2 1 	1935.416975586	4.571e-04	22
1 11 A2 1 	1935.841253511	2.138e-04	41
1 11 F2 2 	1936.352205284	6.025e-04	28
1 11 F1 2 	1936.531279472	4.598e-04	35
1 11 A1 1 	1938.193072377	8.524e-04	45
1 11 F1 3 	1938.234484935	1.467e-03	29
1 11 E 2 	1938.255149451	2.570e-03	27
0 19 F2 1 	1974.040709262	4.860e-03	23
0 19 F1 1 	1974.042059988	4.857e-03	20
0 19 A2 1 	1975.010751235	3.251e-03	41
0 19 F2 2 	1975.012915771	4.860e-03	26
0 19 E 1 	1975.014596765	5.618e-03	24
0 19 F1 2 	1975.726785698	4.987e-03	31
0 19 F2 3 	1975.760220562	4.860e-03	40
0 19 E 2 	1976.200427989	5.774e-03	26
0 19 F1 3 	1976.243341976	4.857e-03	42
0 19 A1 1 	1976.400369952	3.689e-03	37
0 19 F1 4 	1976.575854367	4.857e-03	34
0 19 F2 4 	1976.650474250	4.860e-03	36
0 19 A2 2 	1976.720300279	3.251e-03	39
0 19 F2 5 	1977.180452860	4.860e-03	27
0 19 E 3 	1977.197242348	5.774e-03	18
0 19 F1 5 	1977.216658957	4.987e-03	31
1 11 F2 3 	1979.389589248	8.393e-04	40
1 11 F1 4 	1979.428705427	8.630e-04	35
1 11 A1 2 	1987.681721702	3.557e-04	46
1 11 F1 5 	1988.082382513	5.790e-04	41
1 11 E 3 	1988.323878851	8.144e-04	24
1 11 F2 4 	1992.410228351	2.380e-03	34
1 11 F1 6 	1994.361797583	1.284e-03	29
1 11 E 4 	1995.820376811	1.451e-03	24
1 11 F2 5 	1996.303814936	1.915e-03	24
1 9 F1 8 	2007.200574901	3.457e-04	28
1 9 F2 8 	2007.207016457	3.432e-04	23
1 9 E 6 	2008.930470006	3.870e-04	22
1 9 F1 9 	2008.943315477	3.424e-04	41
1 9 A1 3 	2008.967837124	2.904e-04	33
1 9 F2 9 	2009.890704330	4.065e-04	30
1 9 F1 10 	2009.976994196	3.429e-04	32
1 9 E 7 	2010.313467585	3.914e-04	28
1 9 F2 10 	2010.371049372	3.490e-04	28
1 9 F1 11 	2016.126145815	3.427e-04	31
1 9 A2 4 	2016.128783225	6.224e-05	36
1 9 F2 11 	2016.151403612	3.464e-04	34
1 9 E 8 	2016.174690206	2.933e-04	27
1 9 F1 12 	2016.322596401	1.436e-03	28
1 9 F2 12 	2016.359711722	1.063e-03	29
1 11 A2 2 	2034.792564879	3.546e-04	25
1 11 F2 6 	2035.322278165	8.393e-04	24
1 11 F1 7 	2035.975899292	8.298e-04	27
1 11 A1 3 	2036.969109063	4.183e-04	33
1 11 F1 8 	2040.540085175	8.298e-04	30
1 11 E 5 	2041.075313153	1.050e-03	21
1 11 F2 7 	2044.342134399	8.388e-04	26
1 11 F1 9 	2044.951494847	9.227e-04	26
1 11 E 6 	2050.574178453	1.248e-03	14
1 11 F2 8 	2050.601670433	8.388e-04	24
1 11 A2 3 	2050.654706052	3.546e-04	34
1 12 F2 1 	2054.250389209	1.092e-03	18
1 12 E 1 	2054.337857644	1.134e-03	14
1 12 F1 1 	2054.557010345	1.099e-03	16
1 12 F2 2 	2055.083497114	1.092e-03	18
1 12 E 2 	2055.830587863	1.291e-03	19
1 12 F1 2 	2055.917252260	1.091e-03	24
1 12 A1 1 	2056.055622956	4.538e-04	30
1 12 F1 3 	2057.892197710	1.493e-03	22
1 12 F2 3 	2057.916162981	2.270e-03	23
1 12 A2 1 	2101.189939456	4.568e-04	30
1 12 F2 4 	2101.211727016	9.542e-04	22
1 12 E 3 	2101.222802672	2.404e-03	19
1 12 F1 4 	2110.685830791	1.145e-03	28
1 12 F2 5 	2111.003007448	1.145e-03	22
1 10 E 6 	2112.133387539	3.763e-04	16
1 10 F2 9 	2112.137716701	1.451e-03	22
1 10 A2 3 	2112.144014880	8.625e-05	25
1 10 F2 10 	2114.089303830	3.846e-04	28
1 10 F1 9 	2114.152108901	4.401e-04	19
1 10 A1 4 	2115.149981943	3.487e-04	29
1 10 F1 10 	2115.257842411	3.810e-04	24
1 10 E 7 	2115.306388258	3.932e-04	21
1 10 F1 11 	2115.709158234	4.036e-04	25
1 10 F2 11 	2115.753031422	3.814e-04	23
1 10 A2 4 	2115.833466281	7.960e-05	32
1 12 E 4 	2116.196551268	1.639e-03	17
1 12 F1 5 	2116.671922823	1.467e-03	31
1 12 A1 2 	2118.653570877	8.046e-04	28
1 12 F1 6 	2120.391474284	1.824e-03	20
1 12 F2 6 	2121.160606858	2.480e-03	24
1 12 A2 2 	2121.777551204	2.042e-03	21
1 10 F2 12 	2123.085710085	1.290e-03	23
1 10 E 8 	2123.148807303	1.317e-03	16
1 10 F1 12 	2123.169639513	1.466e-03	20
1 10 A1 5 	2123.190824726	1.425e-03	24
1 10 F2 13 	2123.236729228	1.256e-03	24
1 10 F1 13 	2123.310375092	1.513e-03	22
1 10 E 9 	2123.311009842	1.635e-03	13
1 12 F2 7 	2161.195421229	1.480e-03	19
1 12 E 5 	2161.833686673	1.412e-03	19
1 12 F1 7 	2162.483044806	1.119e-03	17
1 12 A1 3 	2166.584791783	4.539e-04	24
1 12 F1 8 	2167.963164798	1.216e-03	25
1 12 F2 8 	2168.933149317	1.120e-03	23
1 12 A2 3 	2172.797427739	8.418e-04	25
1 12 F2 9 	2173.291884205	1.301e-03	17
1 12 E 6 	2173.484723029	1.336e-03	18
1 12 F1 9 	2179.809016877	1.322e-03	17
0 20 E 1 	2179.817804558	2.984e-03	12
0 20 A1 1 	2179.818659262	4.509e-03	22
0 20 F1 1 	2179.819642272	5.703e-03	13
1 12 F2 10 	2179.841537640	1.364e-03	21
0 20 F2 1 	2180.951050938	6.116e-03	15
0 20 F1 2 	2180.954668568	5.869e-03	17
0 20 E 2 	2181.809648544	6.458e-03	14
0 20 F2 2 	2181.822121008	6.116e-03	17
0 20 A2 1 	2181.850461407	4.851e-03	29
0 20 F2 3 	2182.401355037	6.116e-03	20
0 20 F1 3 	2182.484974340	5.703e-03	24
0 20 A1 2 	2182.715404194	4.469e-03	16
0 20 F1 4 	2182.916433883	5.703e-03	18
0 20 E 3 	2182.990903525	5.070e-03	15
0 20 F2 4 	2183.094639586	6.116e-03	14
1 13 A2 1 	2183.607699671	2.591e-03	18
0 20 F1 5 	2183.686469918	5.703e-03	15
1 13 F2 1 	2183.698072706	3.422e-03	10
0 20 E 4 	2183.703720072	5.070e-03	14
0 20 F2 5 	2183.719472783	6.116e-03	20
1 13 F1 1 	2183.812909400	3.465e-03	11
1 13 A1 1 	2184.035699696	2.291e-03	21
1 13 F1 2 	2184.557746954	1.175e-03	14
1 13 E 1 	2184.665929381	1.683e-03	10
1 13 F2 2 	2185.601319786	1.260e-03	19
1 13 F1 3 	2185.722593882	1.302e-03	13
1 13 E 2 	2187.830173197	1.903e-03	10
1 13 F2 3 	2187.836636414	1.236e-03	13
1 13 A2 2 	2187.850521823	4.568e-04	22
1 11 F1 10 	2227.435581984	1.641e-03	14
1 11 F2 9 	2227.441661674	1.648e-03	10
1 11 A2 4 	2229.612945371	2.955e-04	20
1 11 F2 10 	2229.674036262	8.168e-04	14
1 11 E 7 	2229.708809613	1.275e-03	14
1 11 F1 11 	2230.793660413	1.613e-03	17
1 11 F2 11 	2231.094852830	1.484e-03	19
1 11 E 8 	2231.466941480	1.656e-03	16
1 11 F1 12 	2231.550363390	1.466e-03	17
1 11 A1 4 	2231.612511856	1.426e-03	22
1 11 F2 12 	2231.627107920	1.484e-03	15
1 13 F2 4 	2233.049062512	1.845e-03	15
1 13 F1 4 	2233.062624702	1.785e-03	13
1 11 F1 13 	2240.565525065	1.050e-03	20
1 11 E 9 	2240.606639799	1.174e-03	14
1 11 F2 13 	2240.623244778	8.147e-04	12
1 11 F1 14 	2240.627763675	8.075e-04	27
1 11 A1 5 	2240.981455665	2.921e-04	23
1 11 F1 15 	2240.989213591	1.465e-03	22
1 11 F2 14 	2240.993849828	1.629e-03	17
1 11 A2 5 	2240.994490914	1.416e-03	26
1 13 E 3 	2243.490650326	1.853e-03	12
1 13 F2 5 	2243.586299004	1.315e-03	18
1 13 A2 3 	2243.794617193	5.733e-04	24
1 13 F2 6 	2249.983709095	1.721e-03	21
1 13 F1 5 	2250.812575976	1.975e-03	18
1 13 A1 2 	2253.122275594	9.412e-04	21
1 13 F1 6 	2255.319440287	2.110e-03	16
1 13 E 4 	2256.082836670	2.772e-03	11
1 13 F2 7 	2256.980456741	2.386e-03	16
1 13 F1 7 	2297.302598745	1.756e-03	15
1 13 E 5 	2297.796131949	2.021e-03	6
1 13 F2 8 	2298.553842671	1.601e-03	18
1 13 F1 8 	2303.814653336	1.566e-03	21
1 13 E 6 	2305.970171181	2.080e-03	14
1 13 F2 9 	2306.652823838	1.762e-03	19
1 13 A2 4 	2307.706781846	1.099e-03	19
